O_DATA,O_LINENO,O_TERMINALNO,predHour,pred_start_stop_ID,pred_end_stop_ID,O_UP
10-31,458,901533,8:00:00,12,31,1
10-30,851,903506,10:00:00,21,27,0
10-28,840,903107,18:00:00,16,35,1
10-25,47,904340,15:00:00,40,51,0
10-30,867,900354,16:00:00,17,32,1
10-29,652,903937,16:00:00,13,42,1
10-29,22,912216,22:00:00,20,29,1
10-25,665,906153,13:00:00,15,38,1
10-27,61102,906367,11:00:00,37,49,0
10-27,462,901879,19:00:00,3,10,1
10-25,634,906407,7:00:00,9,34,0
10-25,12,901793,11:00:00,16,30,0
10-25,698,902359,11:00:00,33,42,1
10-29,47,906231,12:00:00,25,44,0
10-25,863,960171,17:00:00,8,28,1
10-31,595,904005,10:00:00,4,18,1
10-25,803,906594,7:00:00,9,25,1
10-28,907,905532,20:00:00,29,33,0
10-26,912,907274,17:00:00,4,15,0
10-29,652,903883,8:00:00,36,69,1
10-25,458,905437,13:00:00,23,31,0
10-29,904,905142,16:00:00,20,36,1
10-26,656,902345,17:00:00,2,27,0
10-30,3,932515,18:00:00,17,24,0
10-27,866,905566,17:00:00,22,37,0
10-26,907,905527,17:00:00,8,32,1
10-29,47,906231,10:00:00,40,51,0
10-28,711,906934,14:00:00,10,46,1
10-26,639,901804,7:00:00,15,20,1
10-30,459,905417,8:00:00,14,35,0
10-26,50,932544,11:00:00,7,16,1
10-31,909,907312,12:00:00,12,32,1
10-27,676,906080,9:00:00,35,49,0
10-27,634,912247,7:00:00,18,34,0
10-28,9,904260,16:00:00,12,25,1
10-31,50,932525,18:00:00,5,17,0
10-28,840,903099,20:00:00,27,35,1
10-25,569,901743,15:00:00,19,28,0
10-27,912,907337,7:00:00,9,28,1
10-29,643,963819,20:00:00,27,31,1
10-29,653,900196,22:00:00,22,39,0
10-27,48,962345,9:00:00,35,48,0
10-28,902,905383,10:00:00,6,24,0
10-25,849,903241,13:00:00,31,40,1
10-29,594,904957,16:00:00,17,27,0
10-25,304,922512,15:00:00,11,16,1
10-31,655,906094,16:00:00,11,33,0
10-31,619,904709,10:00:00,36,41,1
10-29,903,906224,12:00:00,10,33,1
10-31,652,903937,12:00:00,64,84,1
10-31,186,906511,18:00:00,37,44,0
10-31,645,901863,16:00:00,20,28,1
10-31,624,902099,10:00:00,9,14,1
10-29,304,922512,20:00:00,4,16,1
10-30,711,906948,8:00:00,3,30,1
10-28,856,906662,14:00:00,2,26,0
10-25,7052,903548,21:00:00,38,52,0
10-28,810,904759,16:00:00,10,21,0
10-27,857,906471,15:00:00,33,37,1
10-27,607,906349,9:00:00,14,42,1
10-27,713,907166,7:00:00,8,24,0
10-31,6001,900304,10:00:00,13,21,1
10-28,657,921133,16:00:00,40,46,1
10-28,633,905508,12:00:00,14,31,1
10-25,634,912349,13:00:00,25,34,0
10-29,37,912324,10:00:00,13,32,1
10-27,903,906223,17:00:00,12,31,0
10-29,849,903243,10:00:00,28,41,0
10-31,808,900292,8:00:00,4,41,0
10-25,752,906998,7:00:00,9,25,1
10-27,706,906572,19:00:00,19,49,0
10-28,458,901534,18:00:00,11,31,1
10-26,670,919774,11:00:00,4,25,0
10-25,857,904031,11:00:00,6,35,1
10-27,952,906247,21:00:00,22,33,0
10-28,763,901333,18:00:00,35,52,1
10-27,804,911528,11:00:00,2,7,1
10-28,690,904082,16:00:00,34,46,0
10-30,847,906732,12:00:00,27,47,0
10-27,850,906796,15:00:00,7,35,1
10-30,750,905334,8:00:00,7,17,1
10-31,901,902871,14:00:00,11,34,0
10-28,18601,904754,14:00:00,5,11,1
10-26,640,903176,11:00:00,8,32,0
10-27,912,904370,17:00:00,17,35,0
10-31,639,901823,22:00:00,28,34,0
10-26,634,912243,11:00:00,24,34,0
10-25,827,903604,15:00:00,7,17,1
10-30,600,905369,10:00:00,6,26,0
10-31,657,921131,10:00:00,23,43,0
10-25,697,906699,21:00:00,4,31,0
10-25,863,960169,7:00:00,6,28,0
10-28,462,901873,16:00:00,4,9,1
10-25,678,904388,15:00:00,2,25,1
10-29,716,902325,10:00:00,12,18,1
10-30,700,906438,10:00:00,16,37,0
10-26,907,905526,11:00:00,7,32,1
10-28,827,903586,12:00:00,12,17,1
10-26,857,904028,9:00:00,26,37,1
10-29,842,900961,8:00:00,2,25,1
10-25,872,902295,21:00:00,25,46,0
10-27,868,900840,17:00:00,5,23,1
10-30,829,903426,20:00:00,9,27,0
10-29,713,907168,12:00:00,11,24,0
10-28,6002,900335,18:00:00,10,26,1
10-30,6012,902575,16:00:00,12,32,0
10-29,668,902906,22:00:00,14,41,1
10-28,652,903925,8:00:00,80,84,0
10-29,663,901433,12:00:00,14,30,1
10-28,627,902424,16:00:00,39,47,0
10-31,908,900912,8:00:00,13,39,1
10-26,641,902633,17:00:00,30,43,0
10-27,663,900177,9:00:00,19,33,0
10-31,652,903887,20:00:00,57,84,0
10-27,61102,906373,9:00:00,40,49,0
10-29,672,932346,10:00:00,18,38,0
10-26,695,900106,15:00:00,6,21,1
10-28,697,906703,10:00:00,18,30,1
10-31,592,906719,10:00:00,8,24,0
10-26,8,932307,9:00:00,10,18,1
10-28,602,901783,22:00:00,42,46,1
10-26,652,903917,11:00:00,6,29,1
10-30,903,906211,10:00:00,23,31,0
10-30,1,902732,16:00:00,10,30,0
10-25,872,902305,13:00:00,25,43,1
10-29,808,900253,20:00:00,3,36,1
10-31,4013,907241,8:00:00,24,28,0
10-30,645,901867,16:00:00,23,28,1
10-28,4208,904907,14:00:00,26,43,0
10-27,6012,906207,9:00:00,17,32,0
10-28,810,903443,10:00:00,16,21,1
10-31,569,901742,12:00:00,6,28,0
10-29,962,903136,8:00:00,2,27,1
10-26,871,906838,13:00:00,17,40,0
10-25,676,904686,9:00:00,33,49,0
10-28,845,907306,12:00:00,6,20,1
10-26,342,904065,17:00:00,18,22,1
10-29,692,905282,12:00:00,4,18,1
10-28,47,906231,14:00:00,7,26,0
10-30,855,901379,10:00:00,41,46,1
10-31,573,905014,18:00:00,6,12,0
10-26,952,901644,13:00:00,9,33,1
10-28,627,902423,16:00:00,43,47,0
10-29,700,906438,10:00:00,27,32,1
10-30,869,903459,8:00:00,8,33,1
10-27,622,904560,19:00:00,26,49,1
10-30,591,904109,18:00:00,9,16,0
10-25,857,906469,15:00:00,21,37,1
10-31,906,900882,14:00:00,33,38,0
10-31,706,906557,20:00:00,7,46,1
10-31,867,900370,8:00:00,24,35,0
10-31,629,901576,8:00:00,21,51,0
10-30,662,900632,8:00:00,32,41,1
10-27,619,904730,17:00:00,11,29,0
10-26,669,931241,9:00:00,33,39,1
10-28,868,900844,14:00:00,9,26,1
10-31,643,963801,22:00:00,20,30,0
10-28,20,903368,20:00:00,24,32,0
10-31,624,902099,20:00:00,26,32,1
10-30,961,903084,12:00:00,20,36,0
10-27,653,900180,19:00:00,32,39,0
10-31,662,900626,20:00:00,20,42,0
10-29,679,906449,8:00:00,26,34,0
10-28,96,907056,14:00:00,11,44,1
10-29,652,903897,16:00:00,24,55,0
10-31,32,941333,8:00:00,3,20,0
10-26,841,900872,11:00:00,37,41,1
10-26,954,907439,9:00:00,2,27,1
10-26,592,906725,7:00:00,14,24,0
10-27,52,901307,13:00:00,15,20,1
10-25,712,907225,13:00:00,34,43,0
10-30,838,921508,18:00:00,18,44,1
10-27,857,904044,7:00:00,5,23,0
10-27,808,900286,17:00:00,7,27,1
10-29,812,906173,8:00:00,22,28,0
10-25,646,906966,9:00:00,8,28,1
10-27,632,904192,9:00:00,9,31,0
10-30,700,902701,20:00:00,29,37,0
10-30,676,904678,16:00:00,22,46,1
10-28,675,905239,18:00:00,2,22,0
10-25,808,900252,15:00:00,14,48,1
10-25,665,906083,19:00:00,16,38,0
10-31,865,907348,8:00:00,12,32,1
10-25,634,912355,7:00:00,19,32,1
10-27,9,904266,11:00:00,2,25,0
10-30,663,901431,10:00:00,10,33,0
10-28,609,900934,18:00:00,40,45,0
10-31,609,900949,8:00:00,10,34,1
10-26,688,905160,15:00:00,41,49,0
10-26,850,906796,9:00:00,27,38,1
10-27,659,905944,17:00:00,31,45,0
10-27,573,905018,15:00:00,30,34,1
10-25,711,906934,19:00:00,39,46,1
10-28,30,942293,8:00:00,11,22,1
10-27,570,901288,19:00:00,8,17,0
10-29,668,902916,20:00:00,9,39,1
10-29,61101,902023,8:00:00,11,18,0
10-28,3,932527,18:00:00,12,25,1
10-26,858,906044,15:00:00,30,37,1
10-27,657,921125,7:00:00,35,46,0
10-27,6002,900328,17:00:00,5,12,1
10-31,866,905582,12:00:00,30,37,0
10-27,1,901530,7:00:00,15,29,1
10-27,185,905675,7:00:00,17,30,0
10-31,561,901734,12:00:00,18,33,0
10-28,707,905909,12:00:00,13,24,1
10-29,643,963801,12:00:00,24,30,0
10-29,402,904068,12:00:00,13,26,1
10-31,841,900867,10:00:00,14,37,1
10-25,462,901888,9:00:00,2,8,1
10-28,640,903181,16:00:00,29,40,1
10-29,871,906837,20:00:00,30,39,1
10-30,675,905226,12:00:00,31,39,0
10-31,871,906832,22:00:00,22,39,1
10-27,953,904255,13:00:00,20,30,1
10-29,672,902497,18:00:00,23,37,1
10-27,866,905581,19:00:00,25,37,0
10-31,7052,922515,14:00:00,49,53,1
10-31,867,901623,8:00:00,19,35,0
10-29,666,901418,12:00:00,10,15,1
10-25,6002,900333,7:00:00,16,29,1
10-25,906,906774,7:00:00,18,33,1
10-25,37,912322,11:00:00,11,32,1
10-26,659,905949,17:00:00,56,63,1
10-28,47,963833,14:00:00,41,51,0
10-29,909,907310,10:00:00,26,31,0
10-28,715,905877,8:00:00,18,25,1
10-26,912,907342,15:00:00,22,28,1
10-28,855,901377,14:00:00,10,33,0
10-28,860,901800,14:00:00,34,41,1
10-31,6001,900308,16:00:00,12,25,0
10-28,340,903990,10:00:00,3,11,0
10-26,901,902871,17:00:00,14,30,0
10-28,735,900548,12:00:00,7,23,1
10-25,133,905299,19:00:00,28,36,0
10-28,961,903084,8:00:00,27,35,1
10-31,682,906114,12:00:00,11,30,1
10-26,800,901546,9:00:00,4,31,1
10-25,856,906888,21:00:00,11,41,0
10-27,878,905861,13:00:00,35,41,0
10-25,806,906528,17:00:00,19,34,0
10-31,4593,907408,16:00:00,46,58,1
10-27,657,921139,7:00:00,17,32,0
10-30,752,906998,10:00:00,19,28,1
10-27,753,901062,15:00:00,14,29,1
10-27,692,942172,7:00:00,18,22,0
10-30,96,907062,18:00:00,34,40,0
10-25,906,906780,19:00:00,16,39,1
10-30,869,903467,8:00:00,12,42,0
10-27,570,904743,17:00:00,6,14,0
10-30,646,906961,16:00:00,14,35,1
10-27,686,906001,9:00:00,40,61,1
10-30,4208,904909,16:00:00,30,43,0
10-25,808,900293,17:00:00,31,48,1
10-31,656,904183,10:00:00,25,34,1
10-25,679,906462,13:00:00,27,35,1
10-27,665,906067,7:00:00,10,24,1
10-25,652,903909,17:00:00,36,66,1
10-30,682,906117,16:00:00,26,30,1
10-25,685,902514,7:00:00,33,43,0
10-29,665,906083,18:00:00,11,38,0
10-26,842,900960,19:00:00,17,28,0
10-29,907,905537,16:00:00,11,31,0
10-25,879,900399,15:00:00,19,38,1
10-25,531,904758,7:00:00,11,25,1
10-30,808,900289,10:00:00,17,48,1
10-26,693,907417,21:00:00,25,35,1
10-31,872,902282,8:00:00,12,31,0
10-25,668,902901,15:00:00,15,36,0
10-28,9,904327,18:00:00,19,25,1
10-26,911,907291,21:00:00,25,32,0
10-31,802,903057,8:00:00,12,25,0
10-26,97,905057,19:00:00,12,21,1
10-31,681,907280,12:00:00,18,34,1
10-31,700,906439,16:00:00,20,37,0
10-28,879,904347,18:00:00,14,37,0
10-25,175,902461,9:00:00,24,29,1
10-27,813,906637,7:00:00,2,23,1
10-29,662,900633,12:00:00,35,42,0
10-28,673,900207,18:00:00,16,36,0
10-26,672,902504,9:00:00,14,38,0
10-25,872,902295,17:00:00,14,30,0
10-29,616,931259,14:00:00,18,33,0
10-27,619,904709,17:00:00,22,31,1
10-26,628,902267,13:00:00,38,50,1
10-26,665,906155,19:00:00,6,32,1
10-26,651,902957,13:00:00,21,28,0
10-30,827,903605,8:00:00,14,20,0
10-28,682,906124,18:00:00,20,30,1
10-25,343,901719,9:00:00,7,13,1
10-28,692,942168,16:00:00,13,18,1
10-25,655,904622,9:00:00,27,33,0
10-28,42,942315,12:00:00,12,16,0
10-29,828,901970,16:00:00,3,21,1
10-27,606,900506,19:00:00,14,40,0
10-26,912,907337,13:00:00,4,31,0
10-26,673,901701,7:00:00,14,34,0
10-25,50,932516,7:00:00,7,16,1
10-26,50,932517,19:00:00,9,16,1
10-27,696,900121,11:00:00,6,14,1
10-30,6001,900298,20:00:00,7,21,1
10-31,748,903840,8:00:00,19,28,0
10-26,203,905784,7:00:00,8,23,1
10-25,133,905304,7:00:00,24,35,1
10-30,804,905341,14:00:00,16,23,0
10-28,12,901793,8:00:00,22,30,0
10-29,861,905903,18:00:00,3,23,1
10-31,693,921093,16:00:00,5,23,1
10-28,746,905258,14:00:00,8,13,1
10-27,607,906339,11:00:00,33,42,0
10-31,850,906989,16:00:00,7,36,1
10-25,175,902509,19:00:00,23,29,0
10-27,952,900774,19:00:00,18,33,0
10-31,855,902354,10:00:00,17,43,1
10-27,954,907433,17:00:00,9,30,0
10-26,594,904953,17:00:00,13,27,0
10-30,732,900539,20:00:00,5,15,1
10-28,675,905234,14:00:00,17,37,0
10-27,641,902654,21:00:00,25,43,0
10-27,903,906221,13:00:00,19,31,0
10-25,803,906600,11:00:00,28,33,1
10-26,6012,902570,17:00:00,31,37,0
10-25,685,902521,11:00:00,39,43,0
10-29,652,903904,16:00:00,76,84,0
10-25,829,903419,11:00:00,11,27,0
10-27,462,901882,9:00:00,5,11,1
10-27,452,904075,17:00:00,3,25,1
10-31,462,901894,8:00:00,8,23,1
10-30,6001,900300,8:00:00,9,21,1
10-25,34,912361,15:00:00,13,25,0
10-30,676,904681,10:00:00,2,26,0
10-26,653,900182,15:00:00,21,39,0
10-27,836,905208,17:00:00,4,24,1
10-28,662,901299,12:00:00,8,36,1
10-26,1,902759,21:00:00,8,30,0
10-27,602,901772,17:00:00,37,46,1
10-29,705,907374,14:00:00,14,49,1
10-25,800,922551,9:00:00,23,50,1
10-25,606,900495,9:00:00,10,40,0
10-31,696,900121,20:00:00,9,14,1
10-28,760,904576,10:00:00,12,26,1
10-27,859,900448,13:00:00,17,44,1
10-29,662,900628,8:00:00,15,42,0
10-26,656,942327,17:00:00,31,37,0
10-30,804,904787,14:00:00,9,23,0
10-26,697,906697,11:00:00,26,30,1
10-27,97,921461,19:00:00,14,23,0
10-29,186,906504,16:00:00,37,44,0
10-27,858,906057,21:00:00,16,36,1
10-25,641,902646,19:00:00,33,43,1
10-29,916,905490,20:00:00,16,23,0
10-26,911,907285,9:00:00,9,30,0
10-27,605,901275,11:00:00,25,47,0
10-27,859,900441,17:00:00,52,61,0
10-31,906,906975,16:00:00,33,37,0
10-30,711,906947,16:00:00,26,45,0
10-31,652,903940,14:00:00,45,75,0
10-26,878,901924,11:00:00,18,41,0
10-30,606,900496,14:00:00,25,40,0
10-29,645,901853,12:00:00,11,30,0
10-29,916,905486,10:00:00,14,23,1
10-31,645,901855,22:00:00,22,27,0
10-28,47,963849,10:00:00,5,23,0
10-27,610,906381,17:00:00,13,30,0
10-28,901,902861,14:00:00,6,28,1
10-28,602,901773,20:00:00,39,44,0
10-30,856,906896,14:00:00,10,31,0
10-28,751,942258,20:00:00,16,25,0
10-30,849,903227,20:00:00,37,41,0
10-25,623,904577,9:00:00,13,30,0
10-29,47,906234,16:00:00,42,49,0
10-29,871,906829,14:00:00,22,40,0
10-26,4204,904927,7:00:00,22,32,1
10-28,836,905209,10:00:00,8,28,1
10-26,707,905915,17:00:00,9,24,0
10-31,830,907111,12:00:00,17,26,1
10-26,672,902504,13:00:00,11,37,1
10-30,732,900544,8:00:00,4,15,0
10-31,602,901776,14:00:00,38,44,0
10-26,47,963827,7:00:00,30,47,0
10-27,50,932551,21:00:00,12,17,0
10-26,641,906251,9:00:00,31,43,0
10-27,847,906745,21:00:00,9,38,0
10-29,681,907284,20:00:00,21,34,1
10-26,657,921134,11:00:00,36,46,1
10-31,641,902643,8:00:00,34,43,1
10-29,838,921513,16:00:00,37,44,1
10-28,226,905799,20:00:00,19,26,1
10-31,48,906233,18:00:00,2,23,0
10-25,533,900680,11:00:00,5,27,0
10-25,605,901277,17:00:00,20,26,1
10-29,61101,902025,8:00:00,7,18,0
10-29,725,903439,10:00:00,2,20,1
10-31,850,906985,10:00:00,24,38,0
10-27,800,922545,17:00:00,37,50,1
10-29,628,902265,12:00:00,44,50,1
10-27,952,900779,9:00:00,11,30,0
10-30,808,900286,10:00:00,16,48,1
10-26,570,901160,13:00:00,21,27,1
10-25,665,906067,7:00:00,11,26,1
10-26,656,904178,15:00:00,30,37,0
10-30,574,901164,8:00:00,12,24,0
10-27,818,904455,9:00:00,14,36,0
10-26,737,903802,13:00:00,10,17,1
10-31,867,900369,10:00:00,26,35,0
10-27,402,900146,9:00:00,17,26,1
10-30,859,900457,12:00:00,45,61,0
10-25,47,906234,7:00:00,36,51,0
10-30,860,901836,18:00:00,16,36,1
10-29,675,905234,10:00:00,14,32,1
10-30,588,904487,16:00:00,22,41,1
10-30,95,921443,10:00:00,3,22,0
10-30,652,903918,16:00:00,9,30,1
10-28,813,906625,14:00:00,15,23,1
10-25,3,932502,9:00:00,8,25,1
10-26,6002,900324,11:00:00,2,29,1
10-29,857,906472,20:00:00,2,31,1
10-29,856,906884,12:00:00,12,34,1
10-28,569,901745,14:00:00,23,28,0
10-26,462,901878,11:00:00,2,8,1
10-28,655,906093,8:00:00,22,33,1
10-25,47,963827,21:00:00,30,50,0
10-25,682,906128,11:00:00,22,30,1
10-31,643,963812,12:00:00,26,31,1
10-28,954,902560,14:00:00,13,34,0
10-27,220,901345,13:00:00,10,14,1
10-31,801,905119,16:00:00,31,38,1
10-31,185,905684,20:00:00,11,30,0
10-26,961,903082,11:00:00,8,35,1
10-26,711,906945,13:00:00,9,44,0
10-28,904,905142,14:00:00,6,27,1
10-26,47,906236,19:00:00,10,33,0
10-30,665,906148,8:00:00,32,38,0
10-30,678,904377,10:00:00,28,34,1
10-25,879,904357,11:00:00,32,38,1
10-26,458,905434,15:00:00,26,31,0
10-25,600,912350,15:00:00,5,26,0
10-25,649,912383,11:00:00,15,19,0
10-31,872,902304,20:00:00,20,44,0
10-26,703,904119,19:00:00,9,29,1
10-30,808,900262,8:00:00,7,20,0
10-27,860,901829,15:00:00,7,30,1
10-27,641,902628,9:00:00,37,43,1
10-26,802,903056,17:00:00,3,25,0
10-27,186,906491,17:00:00,17,38,0
10-29,607,906345,14:00:00,15,42,1
10-27,695,900104,17:00:00,10,21,0
10-27,879,903749,17:00:00,14,21,0
10-26,901,903312,15:00:00,15,34,0
10-31,682,906128,10:00:00,17,30,0
10-29,656,902340,18:00:00,16,34,1
10-31,631,904124,12:00:00,29,44,1
10-27,866,905582,13:00:00,22,37,0
10-25,678,904389,9:00:00,12,33,0
10-31,638,932626,8:00:00,30,45,1
10-31,47,906230,22:00:00,37,51,0
10-31,6011,904522,10:00:00,23,34,0
10-29,706,906552,18:00:00,34,49,0
10-28,906,906779,22:00:00,21,37,0
10-25,657,921138,11:00:00,4,28,1
10-25,865,907346,13:00:00,12,22,1
10-29,37,912319,18:00:00,15,31,0
10-28,963,903523,8:00:00,17,35,1
10-26,665,906148,17:00:00,31,38,0
10-26,953,921680,19:00:00,5,30,1
10-31,6011,904521,12:00:00,21,35,1
10-27,685,902510,7:00:00,9,27,0
10-28,872,902306,20:00:00,15,44,0
10-28,711,906934,20:00:00,25,45,0
10-27,632,904193,17:00:00,28,44,0
10-27,663,900168,11:00:00,19,30,1
10-28,657,921135,16:00:00,26,46,0
10-26,841,900870,7:00:00,24,41,1
10-27,878,905858,15:00:00,26,41,0
10-27,763,932357,9:00:00,18,52,1
10-29,869,903454,18:00:00,3,33,0
10-30,6012,902571,8:00:00,17,36,0
10-26,6002,900329,15:00:00,16,29,1
10-31,752,907002,8:00:00,5,25,1
10-29,606,900509,10:00:00,28,40,0
10-26,609,900932,21:00:00,8,39,0
10-29,665,906086,14:00:00,17,38,0
10-29,901,902871,18:00:00,5,29,1
10-31,631,904124,16:00:00,27,44,1
10-29,50,932548,8:00:00,3,16,1
10-31,813,906624,8:00:00,3,23,1
10-26,572,901240,9:00:00,12,16,1
10-31,606,900513,16:00:00,20,40,0
10-30,34,906400,10:00:00,14,25,0
10-29,954,907423,16:00:00,7,26,0
10-30,367,905602,12:00:00,11,17,0
10-27,7052,903545,9:00:00,30,53,1
10-26,909,902797,21:00:00,20,32,1
10-25,879,904346,21:00:00,25,38,1
10-30,30,942289,8:00:00,9,23,0
10-26,812,906648,17:00:00,18,24,1
10-29,838,921502,18:00:00,6,40,1
10-26,901,903312,7:00:00,14,30,1
10-26,868,906243,11:00:00,19,36,1
10-27,571,907384,15:00:00,12,22,0
10-26,840,903116,19:00:00,18,35,1
10-27,832,903484,15:00:00,15,28,0
10-27,656,902343,17:00:00,13,34,0
10-25,961,903072,15:00:00,22,35,1
10-28,8,906922,8:00:00,4,18,1
10-27,613,904663,11:00:00,14,20,0
10-28,700,902701,8:00:00,20,37,0
10-26,642,902993,17:00:00,12,30,0
10-31,903,906218,12:00:00,7,31,0
10-25,48,963830,9:00:00,37,48,0
10-26,6001,900301,7:00:00,13,21,1
10-25,711,906941,19:00:00,42,46,1
10-31,220,907368,20:00:00,11,22,1
10-28,642,905481,8:00:00,10,33,0
10-25,185,905686,15:00:00,25,30,1
10-27,55010,904363,9:00:00,23,35,1
10-26,903,906220,13:00:00,13,31,0
10-25,594,904957,11:00:00,12,20,1
10-27,961,903070,11:00:00,24,36,0
10-27,32,902210,17:00:00,9,20,0
10-26,698,902363,7:00:00,13,42,1
10-27,571,907388,17:00:00,11,22,0
10-30,862,901092,14:00:00,20,30,1
10-29,804,911511,8:00:00,19,23,0
10-30,32,902210,20:00:00,16,20,0
10-26,861,905903,7:00:00,12,37,0
10-28,901,900390,14:00:00,12,33,0
10-29,829,903562,20:00:00,15,27,0
10-30,697,906709,12:00:00,19,31,0
10-27,600,905261,9:00:00,19,26,0
10-28,27,906162,8:00:00,18,30,1
10-31,48,963832,18:00:00,42,49,0
10-31,599,904885,8:00:00,5,19,1
10-30,846,921911,10:00:00,25,39,1
10-30,859,900457,20:00:00,26,59,1
10-30,752,907030,10:00:00,8,29,0
10-28,968,903263,8:00:00,10,18,0
10-29,872,902300,8:00:00,26,46,0
10-26,916,905485,17:00:00,12,22,1
10-30,185,905681,12:00:00,20,30,0
10-31,324,901994,8:00:00,4,19,0
10-31,632,904199,12:00:00,37,44,0
10-30,657,921127,12:00:00,33,46,1
10-26,639,901826,13:00:00,7,18,0
10-28,639,901826,14:00:00,21,34,0
10-31,308,901352,10:00:00,6,20,1
10-25,751,942284,11:00:00,15,25,1
10-30,675,905226,8:00:00,19,39,0
10-25,641,904353,13:00:00,12,37,0
10-28,665,906153,16:00:00,20,38,1
10-31,657,921129,10:00:00,36,46,0
10-29,804,905249,12:00:00,19,23,0
10-27,855,901384,11:00:00,6,26,1
10-31,633,905509,14:00:00,11,31,1
10-31,804,911530,18:00:00,15,25,1
10-26,685,902529,19:00:00,19,42,1
10-27,670,901950,17:00:00,9,27,1
10-26,607,906340,19:00:00,15,42,0
10-30,600,912374,16:00:00,12,25,1
10-25,912,907325,7:00:00,27,35,1
10-26,4011,902224,7:00:00,7,28,0
10-25,37,912327,17:00:00,12,31,0
10-29,96,907079,18:00:00,39,44,1
10-29,912,907327,16:00:00,22,35,1
10-27,161,905185,19:00:00,42,55,1
10-26,208,905662,15:00:00,31,39,1
10-27,8,906927,7:00:00,7,16,0
10-29,867,900353,8:00:00,23,35,0
10-30,621,902975,10:00:00,8,32,0
10-30,907,905535,22:00:00,26,33,0
10-31,220,907365,20:00:00,18,22,1
10-30,37,912337,22:00:00,15,31,0
10-28,800,922532,8:00:00,40,50,1
10-28,867,900356,8:00:00,22,35,0
10-27,827,903590,7:00:00,4,17,1
10-27,804,911523,17:00:00,18,23,0
10-30,841,902917,10:00:00,11,38,1
10-30,855,901383,8:00:00,18,44,1
10-29,6012,902567,10:00:00,33,39,1
10-28,31,901821,16:00:00,5,21,0
10-25,903,905561,7:00:00,19,33,1
10-29,600,912373,10:00:00,7,24,1
10-31,97,921455,10:00:00,18,23,0
10-25,659,905951,15:00:00,25,51,0
10-29,639,901808,16:00:00,32,36,1
10-28,602,901779,18:00:00,36,46,1
10-27,840,903116,11:00:00,7,27,1
10-28,37,912323,18:00:00,10,31,0
10-26,706,922518,7:00:00,18,46,1
10-26,61102,906363,19:00:00,42,50,1
10-31,652,903912,10:00:00,70,84,0
10-26,639,901823,11:00:00,29,34,0
10-30,47,962345,18:00:00,39,51,0
10-27,15,901764,13:00:00,8,17,0
10-26,470,901253,9:00:00,14,19,0
10-29,852,902676,22:00:00,22,34,0
10-30,712,907227,16:00:00,27,43,0
10-26,675,905239,19:00:00,31,39,0
10-26,655,904620,7:00:00,5,33,1
10-27,600,905369,7:00:00,8,23,0
10-26,827,903601,13:00:00,13,20,0
10-29,912,907332,20:00:00,16,35,0
10-25,97,921459,17:00:00,16,23,0
10-30,800,922560,18:00:00,6,36,1
10-27,602,901784,17:00:00,31,44,0
10-27,879,904351,9:00:00,5,29,0
10-31,806,906536,18:00:00,19,24,0
10-27,656,904180,11:00:00,31,37,0
10-26,55051,905426,13:00:00,39,44,0
10-25,752,906994,11:00:00,7,26,1
10-30,818,904449,18:00:00,32,38,0
10-27,652,903938,15:00:00,16,24,0
10-26,642,903010,19:00:00,34,39,1
10-26,635,901603,7:00:00,10,14,1
10-30,870,902410,14:00:00,35,47,1
10-29,642,902995,12:00:00,36,40,1
10-26,32,941333,9:00:00,5,20,1
10-29,687,931272,18:00:00,3,34,1
10-29,901,902871,20:00:00,15,34,0
10-28,858,906060,10:00:00,26,37,1
10-30,830,907116,8:00:00,13,25,0
10-27,367,901852,13:00:00,6,19,1
10-26,402,900152,17:00:00,9,26,1
10-31,673,900208,10:00:00,33,42,1
10-29,9,904327,10:00:00,14,25,0
10-31,697,906707,18:00:00,23,30,1
10-26,846,921906,17:00:00,5,32,0
10-25,901,902871,9:00:00,29,37,1
10-25,28,904146,9:00:00,3,19,0
10-30,867,901623,12:00:00,2,26,1
10-31,859,900467,14:00:00,4,38,0
10-26,850,906791,17:00:00,28,38,0
10-26,47,906234,17:00:00,17,38,0
10-28,911,903283,10:00:00,24,33,1
10-30,847,906757,16:00:00,16,41,1
10-27,20,904652,9:00:00,25,32,0
10-26,711,906950,11:00:00,39,45,0
10-31,725,905346,16:00:00,16,20,1
10-28,867,900355,18:00:00,10,26,1
10-26,808,900270,19:00:00,3,37,0
10-29,836,905218,22:00:00,14,24,1
10-26,682,906109,19:00:00,21,30,1
10-27,220,907363,7:00:00,9,22,0
10-29,872,902293,20:00:00,9,39,1
10-25,870,902404,7:00:00,3,25,1
10-25,826,907048,15:00:00,40,47,0
10-29,656,904178,10:00:00,6,32,0
10-28,185,905689,10:00:00,2,21,1
10-30,961,903079,22:00:00,30,36,0
10-31,685,902523,8:00:00,12,31,1
10-31,96,907063,16:00:00,9,37,0
10-25,912,906843,15:00:00,10,34,0
10-30,681,907283,14:00:00,3,24,0
10-25,905,903635,7:00:00,30,37,1
10-31,4013,907239,18:00:00,22,28,0
10-29,6002,900339,8:00:00,21,29,1
10-31,48,962346,8:00:00,14,31,0
10-27,220,901351,11:00:00,9,22,1
10-26,215,903971,19:00:00,34,39,1
10-25,402,904069,9:00:00,15,26,1
10-30,841,902937,12:00:00,15,42,0
10-25,6001,900315,17:00:00,7,21,0
